Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Pleurotoma fisheri F. Edwards, 1860",Pleurotoma fisheri,Pleurotoma fischeri,Pleurotoma fischeri,true,"fisheri, Pleurotoma F. Edwards, 1860",Mollusca,11930,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fisheri, Pleurotoma F. Edwards, 1860 [in 1852-1877], 3:269, plate 31: figures 14 a,b"
"Gervilia fittoni Sharpe, 1850",Gervilia fittoni,Gervillia fittoni Sharpe 1850,Gervillia fittoni,true,"fittoni, Gervilia Sharpe, 1850",Mollusca,11949,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fittoni, Gervilia Sharpe, 1850b, 6:186, plate 23: figures 3-6"
"Modiola flabellum Schafhäutl, 1863",Modiola flabellum,Modiola fabella,Modiola fabella,true,"flabellum, Modiola Schafhäutl, 1863",Mollusca,11958,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","flabellum, Modiola Schafhäutl, 1863:157, plate 35: figure 4"
"Myodora fluctuosa Gould, 1861",Myodora fluctuosa,"Myadora fluctuosa A. A. Gould, 1861",Myadora fluctuosa,true,"fluctuosa, Myodora Gould, 1861",Mollusca,12094,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fluctuosa, Myodora Gould, 1861b, 8:23"
"Ferussacia forbesii Bourguignat, 1856",Ferussacia forbesii,Ferussacia forbesi (Bourg ),Ferussacia forbesi,true,"forbesii, Ferussacia Bourguignat, 1856",Mollusca,12144,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","forbesii, Ferussacia Bourguignat, 1856 [in 1853-1860], 8:334; 1860e: 33, plate 2: figures 20-22; 1864c, 2:39, plate 3: figures 16-18"
"Cardita forgemolli Coquand, 1862",Cardita forgemolli,Cardita forgemoli (Coquand 1862),Cardita forgemoli,true,"forgemolli, Cardita Coquand, 1862",Mollusca,12173,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","forgemolli, Cardita Coquand, 1862, 2:199, plate 14: figures 14, 15"
"Trigona formosa Lycett, in T. Wright, 1860",Trigona formosa,Trigonia formosa (Lycett 1860),Trigonia formosa,true,"formosa, Trigona Lycett, in T. Wright, 1860",Mollusca,12206,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","formosa, Trigona Lycett, in T. Wright, 1860a, 16:41"
"Calliosioma formosum P. Carpenter, 1864",Calliosioma formosum,"Calliostoma formosum Carpenter, 1864",Calliostoma formosum,true,"formosum, Calliosioma P. Carpenter, 1864",Mollusca,12212,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","formosum, Calliosioma P. Carpenter, 1864a, 3:156"
"Anthracoptera fragilis Meek and Worthen, 1866",Anthracoptera fragilis,Anthracoptera fagilis M.&W.,Anthracoptera fagilis,true,"fragilis, Anthracoptera Meek and Worthen, 1866",Mollusca,12315,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fragilis, Anthracoptera Meek and Worthen, 1866b, 1:18"
"Sphaenia fragilis P. Carpenter, 1855",Sphaenia fragilis,Sphenia fragilis Carpenter 1857,Sphenia fragilis,true,"fragilis, Sphaenia P. Carpenter, 1855",Mollusca,12346,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fragilis, Sphaenia P. Carpenter, 1855 [in 1855-1857]:24; Folin, 1867a: 15, plate 2: figures 7-9"
"Tornatellina fraseri Benson, in Pfeiffer, 1853",Tornatellina fraseri,Tornatellina faseri (Pfr. ),Tornatellina faseri,true,"fraseri, Tornatellina Benson, in Pfeiffer, 1853",Mollusca,12372,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fraseri, Tornatellina Benson, in Pfeiffer, 1853 [in 1853-1877], 3:526"
"Carychium frauenfeldii Freyer, 1855",Carychium frauenfeldii,"Carychium frauenfeldi Freyer, 1855",Carychium frauenfeldi,true,"frauenfeldii, Carychium Freyer, 1855",Mollusca,12388,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","frauenfeldii, Carychium Freyer, 1855, 15:19, plate figure 3"
"Nanina fricata Gould, 1852",Nanina fricata,"Nanina fricta Gould, 1852",Nanina fricta,true,"fricata, Nanina Gould, 1852",Mollusca,12405,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fricata, Nanina Gould, 1852, 12:32; as Helix, Reeve, 1853 [in 1851- 1870], 7(Helix): plate 157: species 1033"
"Zonites frondosula Mousson, 1863",Zonites frondosula,"Zonites frondosulus Mousson, 1863",Zonites frondosulus,true,"frondosula, Zonites Mousson, 1863",Mollusca,12420,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","frondosula, Zonites Mousson, 1863, Coq. Schlafli, 2:4"" [Quoted from, as Helix, Pfeiffer, 1868 [in 1853-1877], 5:143.]"
"Siphonaria fulginata Reeve, 1856",Siphonaria fulginata,"Siphonaria fuliginata Reeve, 1856",Siphonaria fuliginata,true,"fulginata, Siphonaria Reeve, 1856",Mollusca,12461,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fulginata, Siphonaria Reeve, 1856 [in 1851-1870], 9(Siphonaria): plate 7: species 34"
"Labio fulginea A. Adams, 1851",Labio fulginea,"Labio fuliginea A. Adams, 1853",Labio fuliginea,true,"fulginea, Labio A. Adams, 1851",Mollusca,12462,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fulginea, Labio A. Adams, 1851d: 180"
"Limax da-campi fusca Bettoni, 1870",Limax da-campi fusca,"Limax dacampi var. fusca Bettoni, 1870",Limax dacampi fusca,true,"fusca, Limax da-campi Bettoni, 1870",Mollusca,12581,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusca, Limax da-campi Bettoni, 1870, 3:164, plate 4: figure 1 a"
"Melania fusco-cincta Anthony, 1854",Melania fusco-cincta,"Melania fuscocincta J. G. Anthony, 1854",Melania fuscocincta,true,"fusco-cincta, Melania Anthony, 1854",Mollusca,12603,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-cincta, Melania Anthony, 1854, 6:120, plate 3: figure 20; Reeve, 1861 [in 1851-1870], 12(Melania): plate 53: species 415"
"Turritella fusco-cincta Petit, 1853",Turritella fusco-cincta,"Turritella fuscocincta Petit de la Saussaye, 1853",Turritella fuscocincta,true,"fusco-cincta, Turritella Petit, 1853",Mollusca,12604,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-cincta, Turritella Petit, 1853o, 4:368, plate 11: figure 3"
"Bursa fusco-costata Dunker, 1862",Bursa fusco-costata,"Bursa fuscocostata Dunker, 1862",Bursa fuscocostata,true,"fusco-costata, Bursa Dunker, 1862",Mollusca,12605,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-costata, Bursa Dunker, 1862b:239; 1863 [in 1858-1870], 2:57, plate 19: figures 1, 2"
"Neptunea fusco-lineata Pease, 1860",Neptunea fusco-lineata,"Neptunea fuscolineata Pease, 1860",Neptunea fuscolineata,true,"fusco-lineata, Neptunea Pease, 1860",Mollusca,12609,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-lineata, Neptunea Pease, 1860b: 189"
"Cypraea fusco-maculata Pease, 1865",Cypraea fusco-maculata,"Cypraea fuscomaculata Pease, 1865",Cypraea fuscomaculata,true,"fusco-maculata, Cypraea Pease, 1865",Mollusca,12611,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-maculata, Cypraea Pease, 1865c:515; 1868f, 4:95, plate 11: figures 10, 11"
"Vexilla fusco-nigra Pease, 1860",Vexilla fusco-nigra,"Vexilla fusconigra Pease, 1860",Vexilla fusconigra,true,"fusco-nigra, Vexilla Pease, 1860",Mollusca,12613,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-nigra, Vexilla Pease, 1860a: 141"
"Melania fusco-punctata Busch, 1859",Melania fusco-punctata,"Melania fuscopunctata von dem Busch, 1859",Melania fuscopunctata,true,"fusco-punctata, Melania Busch, 1859",Mollusca,12615,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusco-punctata, Melania Busch, 1859:167"
"Loxonema fusiforme Fried. Roemer, 1850",Loxonema fusiforme,Loxonema fusiformis,Loxonema fusiformis,true,"fusiforme, Loxonema Fried. Roemer, 1850",Mollusca,12635,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","fusiforme, Loxonema Fried. Roemer, 1850 [in 1850-1852], 3:35, plate 5: figure 13"
"Daudebardia gaillardotii Bourguignat, 1855",Daudebardia gaillardotii,Daudebardia gaillardoti (Bourg. ),Daudebardia gaillardoti,true,"gaillardotii, Daudebardia Bourguignat, 1855",Mollusca,12698,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gaillardotii, Daudebardia Bourguignat, 1855 [in 1853-1860], 7:326, plate 7: figures 14-19"
"Fusus galpinanus Meek and Hayden, 1856",Fusus galpinanus,Fusus galpinianus,Fusus galpinianus,true,"galpinanus, Fusus Meek and Hayden, 1856",Mollusca,12736,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","galpinanus, Fusus Meek and Hayden, 1856e, 8:282 [variation in spelling of galpinianus]"
"Cerithium gassensii Coquand, 1865",Cerithium gassensii,"Cerithium gassendii Coquand, 1865",Cerithium gassendii,true,"gassensii, Cerithium Coquand, 1865",Mollusca,12762,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gassensii, Cerithium Coquand, 1865, 3:273, plate 4: figures 14, 15"
"Panopaea gastaldii Michelotti, 1861",Panopaea gastaldii,Panopaea gastaldi (Michelotti 1861),Panopaea gastaldi,true,"gastaldii, Panopaea Michelotti, 1861",Mollusca,12771,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gastaldii, Panopaea Michelotti, 1861, 15:54, plate 5: figure 10"
"Carinaria gaudichaudii Souleyet, 1852",Carinaria gaudichaudii,Carinaria gaudichaudi,Carinaria gaudichaudi,true,"gaudichaudii, Carinaria Souleyet, 1852",Mollusca,12781,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gaudichaudii, Carinaria Souleyet, 1852, 2:359, plate 17: figures 19- 22"
"Euribia gaudichaudii Souleyet, 1852",Euribia gaudichaudii,Euribia gaudichaudi,Euribia gaudichaudi,true,"gaudichaudii, Euribia Souleyet, 1852",Mollusca,12782,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gaudichaudii, Euribia Souleyet, 1852, 2:253, plate 14: figures 1-6"
"Trochus gaudichaudii Hupe, 1854",Trochus gaudichaudii,Trochus gaudchaudii Hupé 1854,Trochus gaudchaudii,true,"gaudichaudii, Trochus Hupe, 1854",Mollusca,12784,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gaudichaudii, Trochus Hupe, 1854a, 8:146, plate 4: figure 4"
"Myochoncha gaultina Pictet and Campiche, 1866",Myochoncha gaultina,Myoconcha gaultina,Myoconcha gaultina,true,"gaultina, Myochoncha Pictet and Campiche, 1866",Mollusca,12806,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gaultina, Myochoncha Pictet and Campiche, 1866 [in 1861-1871], 4: 344, plate 126: figure II"
"Pleurotoma gemmatum Folin, 1869",Pleurotoma gemmatum,Pleurotoma gemmata,Pleurotoma gemmata,true,"gemmatum, Pleurotoma Folin, 1869",Mollusca,12857,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gemmatum, Pleurotoma Folin, 1869 [in 1867-1871], 1:134, plate 20: figure 7"
"Ampullaria ghiesbrechtii Reeve, 1856",Ampullaria ghiesbrechtii,"Ampullaria ghiesbreghti Reeve, 1856",Ampullaria ghiesbreghti,true,"ghiesbrechtii, Ampullaria Reeve, 1856",Mollusca,12966,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","ghiesbrechtii, Ampullaria Reeve, 1856 [in 1851-1870], 10(Ampullaria): plate 26: species 123"
"Limnaeus javanicus gibberulus Martens, 1867",Limnaeus javanicus gibberulus,"Lymnaeus javanicus var. gibberulus E. von Martens, 1867",Lymnaeus javanicus gibberulus,true,"gibberulus, Limnaeus javanicus Martens, 1867",Mollusca,12998,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gibberulus, Limnaeus javanicus Martens, 1867e, 14:225"
"Nassa gibbsii W. Cooper, 1860",Nassa gibbsii,"Nassa gibsii Cooper, 1859",Nassa gibsii,true,"gibbsii, Nassa W. Cooper, 1860",Mollusca,13058,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gibbsii, Nassa W. Cooper, 1860a, 12(2):371: 1860b:371"
"Bellerophon globosa Stevens, 1858",Bellerophon globosa,Bellerophon globosus,Bellerophon globosus,true,"globosa, Bellerophon Stevens, 1858",Mollusca,13220,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","globosa, Bellerophon Stevens, 1858, 25:258"
"Trichotropis gouldi A. Adams, 1856",Trichotropis gouldi,"Trichotropis gouldii A. Adams, 1857",Trichotropis gouldii,true,"gouldi, Trichotropis A. Adams, 1856",Mollusca,13417,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gouldi, Trichotropis A. Adams, 1856c:369"
"Caecum cycloferum gracilis Folin, 1870",Caecum cycloferum gracilis,"Caecum cycloferum var. gracile de Folin, 1870",Caecum cycloferum gracile,true,"gracilis, Caecum cycloferum Folin, 1870",Mollusca,13474,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gracilis, Caecum cycloferum Folin, 1870 [in 1867-1871], 1:188"
"Dentalium gracilis Hall and Meek, 1855",Dentalium gracilis,Dentalium gracile Hall & Meek,Dentalium gracile,true,"gracilis, Dentalium Hall and Meek, 1855",Mollusca,13484,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gracilis, Dentalium Hall and Meek, 1855, 5:393, plate 3: figures 11 a-c"
"Turbo granifera W. Theobald, 1860",Turbo granifera,Turbo granifer,Turbo granifer,true,"granifera, Turbo W. Theobald, 1860",Mollusca,13633,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","granifera, Turbo W. Theobald, 1860:57"
"Littorina grano-costata Reeve, 1857",Littorina grano-costata,"Littorina granocostata Reeve, 1857",Littorina granocostata,true,"grano-costata, Littorina Reeve, 1857",Mollusca,13639,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grano-costata, Littorina Reeve, 1857 [in 1851-1870], 10(Liltorina): plate 15: species 79"
"Helix granti Pfeiffer, 1865",Helix granti,"Helix grand Pfeiffer, 1865",Helix grand,true,"grand, Helix Pfeiffer, 1865",Mollusca,13653,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grand, Helix Pfeiffer, 1865d:828, plate 46: figure 10"
"Mytilus granyanus Dunker, 1853",Mytilus granyanus,"Mytilus grayanus Dunker, 1853",Mytilus grayanus,true,"granyanus, Mytilus Dunker, 1853",Mollusca,13718,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","granyanus, Mytilus Dunker, 1853a, 10:84"
"Cyclostoma grateloupi Pfeiffer, 1851",Cyclostoma grateloupi,"Cyclostoma grataloupi L. Pfeiffer, 1853",Cyclostoma grataloupi,true,"grateloupi, Cyclostoma Pfeiffer, 1851",Mollusca,13748,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grateloupi, Cyclostoma Pfeiffer, 1851e:246; 1854 [in 1843-1854], l(19):3O6, plate 40: figures 28-31; as Chondropoma, Reeve, 1863 [in 1851-1870], 14(Chondropoma): plate 11: species 84"
"Litiopa gratelupeana Drouet, 1858",Litiopa gratelupeana,"Litiopa grateloupeana Drouët, 1858",Litiopa grateloupeana,true,"gratelupeana, Litiopa Drouet, 1858",Mollusca,13754,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gratelupeana, Litiopa Drouet, 1858:28, plate 1: figures 1, 2"
"Cerithium grateloupi Orbigny, 1852",Cerithium grateloupi,Cerithium grateloupii,Cerithium grateloupii,true,"grateloupi, Cerithium Orbigny, 1852",Mollusca,13765,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grateloupi, Cerithium Orbigny, 1852 [in 1850-1852], 3:81"
"Conus gratteloupi Orbigny, 1852",Conus gratteloupi,Conus grateloupi d'Orbigny 1852,Conus grateloupi,true,"gratteloupi, Conus Orbigny, 1852",Mollusca,13768,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gratteloupi, Conus Orbigny, 1852 [in 1850-1852), 3:11"
"Eulima gratteloupi Orbigny, 1852",Eulima gratteloupi,Eulima grateloupi,Eulima grateloupi,true,"gratteloupi, Eulima Orbigny, 1852",Mollusca,13770,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gratteloupi, Eulima Orbigny, 1852 [in 1850-1852], 3:34"
"Oliva gratleloupi Orbigny, 1852",Oliva gratleloupi,"Oliva grateloupii d'Orbigny, 1852",Oliva grateloupii,true,"gratleloupi, Oliva Orbigny, 1852",Mollusca,13774,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gratleloupi, Oliva Orbigny, 1852 [in 1850-1852], 3:51"
"Strombus gratteloupi Orbigny, 1852",Strombus gratteloupi,Strombus grateloupi D&#039;Orbigny,Strombus grateloupi,true,"gratteloupi, Strombus Orbigny, 1852",Mollusca,13785,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gratteloupi, Strombus Orbigny, 1852 [1850-1852], 3:58"
"Hipponyx grayanus Menke, 1853",Hipponyx grayanus,"Hipponix grayanus Menke, 1853",Hipponix grayanus,true,"grayanus, Hipponyx Menke, 1853",Mollusca,13820,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grayanus, Hipponyx Menke, 1853b, 10:115"
"Mopalia grayi P. Carpenter, 1864",Mopalia grayi,"Mopalia grayii Carpenter, 1864",Mopalia grayii,true,"grayi, Mopalia P. Carpenter, 1864",Mollusca,13830,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grayi, Mopalia P. Carpenter, 1864c:603"
"Lima grenierei Coquand, 1862",Lima grenierei,Lima (Plagiostoma) grenieri (Coquand 1862),Lima grenieri,true,"grenierei, Lima Coquand, 1862",Mollusca,13862,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grenierei, Lima Coquand, 1862, 2:214, plate 14: figures 7, 8"
"Teinostoma grignonensis Deshayes, 1863",Teinostoma grignonensis,"Teinostoma grignonense Deshayes, 1864",Teinostoma grignonense,true,"grignonensis, Teinostoma Deshayes, 1863",Mollusca,13889,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grignonensis, Teinostoma Deshayes, 1863 [in 1856-1865], 2:924, plate 63: figures 30-32"
"Pomatias tesselatum grisea Mousson, 1859",Pomatias tesselatum grisea,"Pomatias tessellatum var. grisea Mousson, 1859",Pomatias tessellatum grisea,true,"grisea, Pomatias tesselatum Mousson, 1859",Mollusca,13907,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","grisea, Pomatias tesselatum Mousson, 1859a:26"
"Onchidiopsis gronlandica Bergh, 1853",Onchidiopsis gronlandica,"Onchidiopsis groenlandica Bergh, 1853",Onchidiopsis groenlandica,true,"gronlandica, Onchidiopsis Bergh, 1853",Mollusca,13917,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gronlandica, Onchidiopsis Bergh, 1853:106, plate 2"
"Ostrea gryphovicinia Wood, 1861",Ostrea gryphovicinia,Ostrea gryphovicina (Wood 1861),Ostrea gryphovicina,true,"gryphovicinia, Ostrea Wood, 1861",Mollusca,13949,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gryphovicinia, Ostrea Wood, 1861 [in 1861-1871] 1:25, plate 7: figures 6 a,b"
"Helix gualinoei Michaud, 1855",Helix gualinoei,"Helix gualinoi Michaud, 1855",Helix gualinoi,true,"gualinoei, Helix Michaud, 1855",Mollusca,13960,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gualinoei, Helix Michaud, 1855, 2:40, plate 4: figure 5"
"Clausilia guicciardii Heldreich, in Roth, 1856",Clausilia guicciardii,Clausilia guicciardi (Heldr. ),Clausilia guicciardi,true,"guicciardii, Clausilia Heldreich, in Roth, 1856",Mollusca,13998,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","guicciardii, Clausilia Heldreich, in Roth, 1856, 3:3, plate 1: figures 12, 13; Rossmässler, 1856 [in 1854-1859], 3(15):65, plate 77: figure 881; Küster, 1861 [in 1844-1862], l(14):240, plate 27: figures 13-16"
"Macroceramus guildingii Petit de la Saussaye, 1850",Macroceramus guildingii,Macroceramus guildingi Pfr,Macroceramus guildingi,true,"guildingii, Macroceramus Petit de la Saussaye, 1850",Mollusca,14003,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","guildingii, Macroceramus Petit de la Saussaye, 1850e, 1:378, 379, plate 13: figure 5"
"Atys guildinii G. Sowerby, 1869",Atys guildinii,"Atys guildingi G. B. Sowerby II, 1869",Atys guildingi,true,"guildinii, Atys G. Sowerby, 1869",Mollusca,14005,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","guildinii, AtysG. Sowerby, 1869 [in 1865-1870], 17(Atys): plate 5: species 26"
"Cyclostoma (Chondropoma) gundlachii Arango, 1862",Cyclostoma gundlachii,"Cyclostoma (Chondropoma) gundlachi Arango, 1862",Cyclostoma gundlachi,true,"gundlachii, Cyclostoma (Chondropoma) Arango, 1862",Mollusca,14035,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gundlachii, Cyclostoma (Chondropoma) Arango, 1862, 10:408"
"Cardita gunni Deshayes, 1852",Cardita gunni,"Cardita gunnii Deshayes, 1854",Cardita gunnii,true,"gunni, Cardita Deshayes, 1852",Mollusca,14045,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gunni, Cardita Deshayes, 1852:101"
"Hydrocaena gutta Shuttleworth, 1852",Hydrocaena gutta,"Hydrocena gutta Shuttleworth, 1852",Hydrocena gutta,true,"gutta, Hydrocaena Shuttleworth, 1852",Mollusca,14059,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","gutta, Hydrocaena Shuttleworth, 1852:145; Morelet, 1860d:214, plate 5: figure 11"
"Erycina halitus Deshayes, 1858",Erycina halitus,"Erycina halita Deshayes, 1858",Erycina halita,true,"halitus, Erycina Deshayes, 1858",Mollusca,14141,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","halitus, Erycina Deshayes, 1858 [in 1856-1865], atlas I: plate 51: figures 7-9; 1860 [in 1856-1865], 1:721"
"Loxonema hamiltonae Hall, 1862",Loxonema hamiltonae,Loxonema hamiltoniae (Hall 1859),Loxonema hamiltoniae,true,"hamiltonae, Loxonema Hall, 1862",Mollusca,14164,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hamiltonae, Loxonema Hall, 1862b, D:53, plate 4: figure 8"
"Colombella haneti Petit de la Saussaye, 1850",Colombella haneti,"Columbella haneti Petit de la Saussaye, 1850",Columbella haneti,true,"haneti, Colombella Petit de la Saussaye, 1850",Mollusca,14182,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","haneti, Colombella Petit de la Saussaye, 1850b, 1:57, plate 3: figure 4"
"Pleurotoma heberti A. Rouault, 1850",Pleurotoma heberti,Pleurotoma hebertii Rouault 1850,Pleurotoma hebertii,true,"heberti, Pleurotoma A. Rouault, 1850",Mollusca,14351,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","heberti, Pleurotoma A. Rouault, 1850, 3(2):483, plate 17: figure 3 a"
"Natica hebertiana Cotteau, 1854",Natica hebertiana,Natica hebertana,Natica hebertana,true,"hebertiana, Natica Cotteau, 1854",Mollusca,14369,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hebertiana, Natica Cotteau, 1854 [in 1853-1857]:29"
"Littorinella helicella Braun, 1857",Littorinella helicella,"Litorinella helicella A. Braun, 1851",Litorinella helicella,true,"helicella, Littorinella Braun, 1857",Mollusca,14414,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","helicella, Littorinella Braun, 1857, Walchn. Geogn., 2:1126"" [Quoted from Deshayes, 1862 [in 1856-1865], 2:498, plate 33: figures 34-36.]"
"Trigonia hemispherica Lycett, 1857",Trigonia hemispherica,"Trigonia hemisphaerica Lycett, 1853",Trigonia hemisphaerica,true,"hemispherica, Trigonia Lycett, 1857",Mollusca,14493,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hemispherica, Trigonia Lycett, 1857b: 137, plate 4: figure 4"
"Avicula herouvallensis Deshayes, 1858",Avicula herouvallensis,"Avicula herouvalensis Deshayes, 1858",Avicula herouvalensis,true,"herouvallensis, Avicula Deshayes, 1858",Mollusca,14561,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","herouvallensis, Avicula Deshayes, 1858 [in 1856-1865], atlas 1: plate 77: figures 18-20"
"Planaxis herrmannseni Dunker, 1853",Planaxis herrmannseni,Planaxis hermannseni Dunker 1813,Planaxis hermannseni,true,"herrmannseni, Planaxis Dunker, 1853",Mollusca,14567,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","herrmannseni, Planaxis Dunker, 1853d: 16, plate 2: figures 33, 34"
"Tapes hoberti Brusina, 1865",Tapes hoberti,"Tapes hoeberti Brusina, 1865",Tapes hoeberti,true,"hoberti, Tapes Brusina, 1865",Mollusca,14722,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hoberti, Tapes Brusina, 1865, 15:31"
"Lucina hoernaea Des Moulins, 1867",Lucina hoernaea,"Lucina hoernea Des Moulins, 1868",Lucina hoernea,true,"hoernaea, Lucina Des Moulins, 1867",Mollusca,14732,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hoernaea, Lucina Des Moulins, 1867c, 26:368"
"Pleurotoma hoernesi Deshayes, 1865",Pleurotoma hoernesi,Pleurotoma hornesi (Deshayes 1866),Pleurotoma hornesi,true,"hoernesi, Pleurotoma Deshayes, 1865",Mollusca,14739,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hoernesi, Pleurotoma Deshayes, 1865 [in 1856-1865], 3:362; as hornesi, plate 98: figures 28-33"
"Anodon hordeum Gould, in G. Sowerby, 1867",Anodon hordeum,"Anodon horda Gould, 1855",Anodon horda,true,"hordeum, Anodon Gould, in G. Sowerby, 1867",Mollusca,14784,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hordeum, Anodon Gould, in G. Sowerby, 1867 [in 1865-1870], 17(Anodon): plate 18: species 66"
"Nerinaea horneri C. Moore, 1867",Nerinaea horneri,"Nerinea horneri Moore, 1867",Nerinea horneri,true,"horneri, Nerinaea C. Moore, 1867",Mollusca,14786,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","horneri, Nerinaea C. Moore, 1867, 23:547, plate 17: figure 12"
"Pleurotoma hörnesi Speyer, 1864",Pleurotoma hoernesi,Pleurotoma hornesi,Pleurotoma hornesi,true,"hornesi, Pleurotoma Speyer, 1864",Mollusca,14796,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hornesi, Pleurotoma Speyer, 1864, 9:276, plate 40: figures 3 a-d"
