Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Ancylus baconii Bourguignat, 1853",Ancylus baconii,"Ancylus (Ferrissia) baconi Bourguignat, 1853",Ancylus baconi,true,"baconii, Ancylus Bourguignat, 1853",Mollusca,2824,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","baconii, Ancylus Bourguignat, 1853d:89, plate 25: figures 18-25"
"Vermetus (Thylacodus) balani-tintinnabuli Mörch, 1861",Vermetus balani-tintinnabuli,"Vermetus balanitintinnabuli Mörch, 1862",Vermetus balanitintinnabuli,true,"balani-tintinnabuli, Vermetus (Thylacodus) Mörch, 1861",Mollusca,2893,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","balani-tintinnabuli, Vermetus (Thylacodus) Mörch, 1861 [in 1861- 1862]:359"
"Helcion balinense Stoliczka, in Laube, 1866",Helcion balinense,Helcion balinensis Stoliczka in Laube 1867,Helcion balinensis,true,"balinense, Helcion Stoliczka, in Laube, 1866",Mollusca,2911,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","balinense, Helcion Stoliczka, in Laube, 1866b, 54(1 ):82; Laube, 1868a, 28(2):4, plate 1: figure 4"
"Helix barbosae Paiva, 1867",Helix barbosae,Helix barboza Paiva 1867,Helix barboza,true,"barbosae, Helix Paiva, 1867",Mollusca,2982,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","barbosae, Helix Paiva, 1867a:9O, plate 1: figure 6"
"Helix barbozae Paiva, 1866",Helix barbozae,Helix barboza Paiva 1867,Helix barboza,true,"barbozae, Helix Paiva, 1866",Mollusca,2983,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","barbozae, Helix Paiva, 1866, 14:342, plate 11: figure 8; as barbosae, 1867a:90, plate 1: figure 6"
"Helix barrandei Deshayes, 1863",Helix barrandei,"Helix barrandii Deshayes, 1863",Helix barrandii,true,"barrandei, Helix Deshayes, 1863",Mollusca,3012,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","barrandei, Helix Deshayes, 1863 [in 1856-1865], atlas 2, plate 51: figures 19-21 [variation in spelling of barrandii]"
"Pecten barrettii Seeley, 1861",Pecten barrettii,Pecten barretti Seeley 1861,Pecten barretti,true,"barrettii, Pecten Seeley, 1861",Mollusca,3032,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","barrettii, Pecten Seeley, 1861a, 7:118, plate 6: figure 1"
"Helix bathiomphala Charpentier, in Tiberi, 1869",Helix bathiomphala,Helix bathyomphala (Charp. ),Helix bathyomphala,true,"bathiomphala, Helix Charpentier, in Tiberi, 1869",Mollusca,3080,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bathiomphala, Helix Charpentier, in Tiberi, 1869a, 2:70, plate 3: figures 6-8"
"Succinea baudonii Drouet, in Baudon, 1852",Succinea baudonii,Succinea baudoni (Drouet ),Succinea baudoni,true,"baudonii, Succinea Drouet, in Baudon, 1852",Mollusca,3113,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","baudonii, Succinea Drouet, in Baudon, 1852 [in 1852-1855), 2:144; Bourguignat, 1856 [in 1853-1860], 8:14, plate 1: figures 1-5 160 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY"
"Bithinia baudoniana Gassies, 1858",Bithinia baudoniana,"Bythinia baudoniana Gassies, 1859",Bythinia baudoniana,true,"baudoniana, Bithinia Gassies, 1858",Mollusca,3120,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","baudoniana, Bithinia Gassies, 1858c, 22:289; 1867a, 26:129, figure 7"
"Lima bellardi Archiac, 1850",Lima bellardi,Lima bellardii d&#039;Archiac 1850,Lima bellardii,true,"bellardi, Lima Archiac, 1850",Mollusca,3269,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bellardi, Lima Archiac, 1850, 3:433, plate 12: figure 12"
"Clausilia belloti P. Strobel, 1854",Clausilia belloti,"Clausilia bellotti Strobel, 1854",Clausilia bellotti,true,"belloti, Clausilia P. Strobel, 1854",Mollusca,3294,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","belloti, Clausilia P. Strobel, 1854 [in 1853-1854], Giorn. Malac. p. 18"" [Quoted from Pfeiffer, 1859 [in 1853-1877], 4:752.]"
"Nucula belottii G. Sowerby, 1870",Nucula belottii,"Nucula belotti Adams, A.",Nucula belotti,true,"belottii, Nucula G. Sowerby, 1870",Mollusca,3325,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","belottii, Nucula G. Sowerby, 1870 [in 1865-1870], 18(Nucula): plate 2: species 11 [variation in spelling of bellotti]"
"Cypraea beyrichii Koenen, 1867",Cypraea beyrichii,Cypraea beyrichi (von Koenen 1867),Cypraea beyrichi,true,"beyrichii, Cypraea Koenen, 1867",Mollusca,3465,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","beyrichii, Cypraea Koenen, 1867 [in 1867-1868], 16:100"
"Helix bianconi Deshayes, 1870",Helix bianconi,"Helix bianconii Deshayes, 1870",Helix bianconii,true,"bianconi, Helix Deshayes, 1870",Mollusca,3482,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bianconi, Helix Deshayes, 1870a, 6:23"
"Turritella biangularis Schafhäutl, 1863",Turritella biangularis,Turritella biangulata,Turritella biangulata,true,"biangularis, Turritella Schafhäutl, 1863",Mollusca,3484,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","biangularis, Turritella Schafhäutl, 1863:187, plate 52: figure 8; plate 65: figure 6"
"Unio bi-caelatus G. Sowerby, 1865",Unio bi-caelatus,Unio bicaelatus,Unio bicaelatus,true,"bi-caelatus, Unio G. Sowerby, 1865",Mollusca,3501,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bi-caelatus, UnioG. Sowerby, 1865 [in 1865-1870], 16(Unio): plate 26: species 130"
"Cyclostrema bicarinata Guppy, 1866",Cyclostrema bicarinata,"Cyclostrema bicarinatum Guppy, 1866",Cyclostrema bicarinatum,true,"bicarinata, Cyclostrema Guppy, 1866",Mollusca,3513,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bicarinata, Cyclostrema Guppy, 1866a, 22:291, plate 17: figure 5"
"Marginella bifido-plicata Charlesworth, in F. Edwards, 1854",Marginella bifido-plicata,"Marginella bifidoplicata F. E. Edwards, 1854",Marginella bifidoplicata,true,"bifido-plicata, Marginella Charlesworth, in F. Edwards, 1854",Mollusca,3659,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bifido-plicata, Marginella Charlesworth, in F. Edwards, 1854 [in 1852-1877], 3:139, plate 18: figures 2 a-g; Deshayes, 1865 [in 1856-1865], 3:552, plate 104: figures 27-29"
"Macleurea bigsbyi Hall, 1861",Macleurea bigsbyi,Maclurea bigsbyi (Hall 1861),Maclurea bigsbyi,true,"bigsbyi, Macleurea Hall, 1861",Mollusca,3696,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bigsbyi, Macleurea Hall, 1861b:37"
"Goniobasis binneyana Lea, 1863",Goniobasis binneyana,"Goniobasis binneyiana I. Lea, 1862",Goniobasis binneyiana,true,"binneyana, Goniobasis Lea, 1863",Mollusca,3757,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","binneyana, Goniobasis Lea, 1863e, 5:310, plate 37: figure 152 [variation in spelling of binneyiana]"
"Stephopoma bispinosa Mörch, 1860",Stephopoma bispinosa,Stephopoma bispinosum Morch 1860,Stephopoma bispinosum,true,"bispinosa, Stephopoma Mörch, 1860",Mollusca,3831,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bispinosa, Stephopoma Mörch, 1860 [in 1859-1861], 7:78; 1861 [in 1861-1862]:152 plate 25: figures 9, 10"
"Bellerophon blanyanus McChesney, 1860",Bellerophon blanyanus,Bellerophon blaneyanus (McChesney 1859),Bellerophon blaneyanus,true,"blanyanus, Bellerophon McChesney, 1860",Mollusca,3936,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","blanyanus, Bellerophon McChesney, 1860:60; as blaneyanus, 1867, 1:45, plate 2: figure 5"
"Vitrina bocagei Paiva, 1866",Vitrina bocagei,Vitrina bocagii (Paiva ),Vitrina bocagii,true,"bocagei, Vitrina Paiva, 1866",Mollusca,3959,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bocagei, Vitrina Paiva, 1866, 14:340, plate 11: figure 4; 1867a: 10, plate 2: figure 6"
"Phaladomya (Goniomya) borealis Meek, 1858",Phaladomya borealis,Pholadomya borealis,Pholadomya borealis,true,"borealis, Phaladomya (Goniomya) Meek, 1858",Mollusca,4068,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","borealis, Phaladomya [sic] (Goniomya) Meek, 1858, 4:41"
"Terebellopsis borissäki Eichwald, 1868",Terebellopsis borissaeki,"Terebellopsis borissaki Eichwald, 1853",Terebellopsis borissaki,true,"borissdki, Terebellopsis Eichwald, 1868",Mollusca,4079,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","borissdki, Terebellopsis Eichwald, 1868 [1853-1868], 2:969, plate 31: figure 18"
"Cylindrella boucardii Pfeiffer, 1856",Cylindrella boucardii,"Cylindrella boucardi L. Pfeiffer, 1856",Cylindrella boucardi,true,"boucardii, Cylindrella Pfeiffer, 1856",Mollusca,4113,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","boucardii, Cylindrella Pfeiffer, 18561:321, plate 35: figure 1; 1859 [in 1859-1862], l(15a):35, plate 8: figures 1, 2 NUMBER 294 173"
"Ostrea bourgeoisi Coquand, 1869",Ostrea bourgeoisi,Ostrea bourgeoisii,Ostrea bourgeoisii,true,"bourgeoisi, Ostrea Coquand, 1869",Mollusca,4145,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bourgeoisi, Ostrea Coquand, 1869:102, plate 17: figures 1, 2"
"Ostea bourgeoisii Remond, 1863",Ostea bourgeoisii,Ostrea bourgeoisii (Rémond 1863),Ostrea bourgeoisii,true,"bourgeoisii, Ostea Remond, 1863",Mollusca,4146,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bourgeoisii, Ostea Remond, 1863, 3:13"
"Ancylus brauni Dunker, 1853",Ancylus brauni,"Ancylus braunii Dunker, 1853",Ancylus braunii,true,"brauni, Ancylus Dunker, 1853",Mollusca,4226,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brauni, Ancylus Dunker, 1853e, Pragr. der Polyt. schule, p.9"" [Quoted from Bourguignat, 1862e:l92] Dunker, 1862a, 9:88"
"Limnaea briariensis Deshayes, 1863",Limnaea briariensis,"Limnaea briarensis Deshayes, 1863",Limnaea briarensis,true,"briariensis, Limnaea Deshayes, 1863",Mollusca,4345,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","briariensis, Limnaea Deshayes, 1863 [in 1856-1865], atlas 2: plate 45: figures 11-14 [variation in spelling of briarensis]"
"Cardium brocchii Mayer, 1866",Cardium brocchii,Cardium brocchi Mayer 1866,Cardium brocchi,true,"brocchii, Cardium Mayer, 1866",Mollusca,4372,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brocchii, Cardium Mayer, 1866 [in 1857-1869], 14:67, plate 2: figure 4"
"Pinna brocchi Orbigny, 1852",Pinna brocchi,Pinna brocchii,Pinna brocchii,true,"brocchi, Pinna Orbigny, 1852",Mollusca,4378,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brocchi, Pinna Orbigny, 1852 [in 1850-1852], 3:125"
"Planorbis brondelii Raymond, 1853",Planorbis brondelii,"Planorbis brondeli Raymond, 1853",Planorbis brondeli,true,"brondelii, Planorbis Raymond, 1853",Mollusca,4397,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brondelii, Planorbis Raymond, 1853c, 4:82"
"Helix brongnarti Deshayes, 1863",Helix brongnarti,"Helix brongniarti Deshayes, 1863",Helix brongniarti,true,"brongnarti, Helix Deshayes, 1863",Mollusca,4402,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brongnarti, Helix Deshayes, 1863 [in 1856-1865], atlas 2: plate 51: figures 17, 18 (variation in spelling of brongniarti\"
"Lima bronni Alth, 1850",Lima bronni,Lima bronnii Alth 1850,Lima bronnii,true,"bronni, Lima Alth, 1850",Mollusca,4417,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bronni, Lima Alth, 1850 3(2):242, plate 12: figure 26; Favre, 1869a;139, plate 12: figure 21"
"Clausilia (Medora) brusinae Kutschig, in Brusina, 1866",Clausilia brusinae,"Clausilia brusinoe (Kutschig, MS. )",Clausilia brusinoe,true,"brusinae, Clausilia (Medora) Kutschig, in Brusina, 1866",Mollusca,4485,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","brusinae, Clausilia (Medora) Kutschig, in Brusina, 1866:51, plate 3: figure 2"
"Delphinula buckmanni Morris and Lycett, 1854",Delphinula buckmanni,"Delphinula buckmani J. Morris & Lycett, 1851",Delphinula buckmani,true,"buckmanni, Delphinula Morris and Lycett, 1854",Mollusca,4518,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","buckmanni, Delphinula Morris and Lycett, 1854 [in 1853-1854], 1: 71, plate 5: figure 8"
"Actaeon tornatilis bullaeformis Jeffreys, 1867",Actaeon tornatilis bullaeformis,"Acteon tornatilis var. bullaeformis Jeffreys, 1867",Acteon tornatilis bullaeformis,true,"bullaeformis, Actaeon tornatilis Jeffreys, 1867",Mollusca,4567,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","bullaeformis, Actaeon tornatilis Jeffreys, 1867 [in 1862-1869), 4:435"
"Cerithium burdigalium Orbigny, 1852",Cerithium burdigalium,Cerithium burdigalinum (d'Orbigny 1847),Cerithium burdigalinum,true,"burdigalium, Cerithium Orbigny, 1852",Mollusca,4621,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","burdigalium, Cerithium Orbigny, 1852 [in 1850-1852], 3:80"
"Edmondia burlingtonensis White and Whitfield, 1862",Edmondia burlingtonensis,Edmandia burlingtonensis W.& W.,Edmandia burlingtonensis,true,"burlingtonensis, Edmondia White and Whitfield, 1862",Mollusca,4628,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","burlingtonensis, Edmondia White and Whitfield, 1862, 8:301"
"Orthostoma buvignieri Loriol, in Loriol and Pellat, 1867",Orthostoma buvignieri,Orthostoma buvigneri,Orthostoma buvigneri,true,"buvignieri, Orthostoma Loriol, in Loriol and Pellat, 1867",Mollusca,4658,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","buvignieri, Orthostoma Loriol, in Loriol and Pellat, 1867, 19:13, plate 2: figures 7-9"
"Bulla caelata Deshayes, 1862",Bulla caelata,Bulla coelata (Deshayes 1862),Bulla coelata,true,"caelata, Bulla Deshayes, 1862",Mollusca,4691,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","caelata, Bulla Deshayes, 1862 [in 1856-1865], atlas 2: plate 39: figures 36-38 [variation in spelling of coelata]"
"Parmophorus caelatus Deshayes, 1861",Parmophorus caelatus,"Parmophorus coelatus Deshayes, 1861",Parmophorus coelatus,true,"caelatus, Parmophorus Deshayes, 1861",Mollusca,4710,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","caelatus, Parmophorus Deshayes, 1861 [in 1856-1865], atlas 2: plate 6: figures 9-12 [variation in spelling of coelatus)"
"Galatea caillaudii G. Sowerby, 1868",Galatea caillaudii,Galatea cailliaudii,Galatea cailliaudii,true,"caillaudii, Galatea G. Sowerby, 1868",Mollusca,4743,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","caillaudii, Galatea G. Sowerby, 1868 [in 1865-1870], 16(Galatea): plate 4: species 6 [variation in spelling of cailliaudii]"
"Platyceras (Platyostoma) callosum Hall, 1859",Platyceras callosum,Platyceras callossum Hall 1859,Platyceras callossum,true,"callosum, Platyceras (Platyostoma) Hall, 1859",Mollusca,4886,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","callosum, Platyceras (Platyostoma) Hall, 1859b, 3:478, plate 120: figure 8"
"Pleurotoma candidum Folin, 1867",Pleurotoma candidum,Pleurotoma candida,Pleurotoma candida,true,"candidum, Pleurotoma Folin, 1867",Mollusca,5065,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","candidum, Pleurotoma Folin, 1867 [in 1867-1871], 1:16, plate 2: figure I"
"Pleurotoma capax Whitfield, 1865",Pleurotoma capax,Pleurotoma capex Whitfield 1865,Pleurotoma capex,true,"capax, Pleurotoma Whitfield, 1865",Mollusca,5098,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","capax, Pleurotoma Whitfield, 1865, 1:261, plate 27: figure 3"
"Cytiscus capensis Stimpson, 1865",Cytiscus capensis,"Cystiscus capensis W. Stimpson, 1865",Cystiscus capensis,true,"capensis, Cytiscus Stimpson, 1865",Mollusca,5102,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","capensis, Cytiscus [sic, error for Cystiscus] Stimpson, 1865d, 1:55, plate 8: figure 2"
"Melanopsis capula Guppy, 1866",Melanopsis capula,Melanopsis capulus,Melanopsis capulus,true,"capula, Melanopsis Guppy, 1866",Mollusca,5151,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","capula, Melanopsis Guppy, 1866b, 22:580"
"Paludina naticordes carinata W. Theobald, 1865",Paludina naticordes carinata,"Paludina naticoides var. carinata Theobald, 1866",Paludina naticoides carinata,true,"carinata, Paludina naticordes W. Theobald, 1865",Mollusca,5239,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","carinata, Paludina naticordes W. Theobald, 1865b, 34(2):275, plate 9: figures 2, 3"
"Ampullaria cassidiformi Reeve, 1856",Ampullaria cassidiformi,"Ampullaria cassidiformis Reeve, 1856",Ampullaria cassidiformis,true,"cassidiformi, Ampullaria Reeve, 1856",Mollusca,5383,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cassidiformi, Ampullaria Reeve, 1856 [in 1851-1870], 10(Ampullaria): plate 12: species 56"
"Bulimus (Rhachis) catenates Martens, 1859",Bulimus catenates,"Bulimus (Rhachis) catenatus E. von Martens, 1860",Bulimus catenatus,true,"catenates, Bulimus (Rhachis) Martens, 1859",Mollusca,5471,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","catenates, Bulimus (Rhachis) Martens, 1859h, 6:212, plate 2: figure 7"
"Helix cazenavettii Fischer and Bernardi, 1857",Helix cazenavettii,"Helix cazenavetti Fischer & Bernardi, 1857",Helix cazenavetti,true,"cazenavettii, Helix Fischer and Bernardi, 1857",Mollusca,5529,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cazenavettii, Helix Fischer and Bernardi, 1857b, 6:280, plate 10: figures 1, 2"
"Cerithium cedo-nulli G. Sowerby, 1855",Cerithium cedo-nulli,"Cerithium cedonulli G. B. Sowerby II, 1855",Cerithium cedonulli,true,"cedo-nulli, Cerithium G. Sowerby, 1855",Mollusca,5536,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cedo-nulli, Cerithium G. Sowerby, 1855 [in 1847-1886]:852, plate 177: figures 38^0, as Vertagus, 1866 [in 1865-1870], 192 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY I5(Vertagus): plate 1: species I"
"Helix cerinoidea Anthony, 1865",Helix cerinoidea,"Helix cerinoideus J. G. Anthony, 1865",Helix cerinoideus,true,"cerinoidea, Helix Anthony, 1865",Mollusca,5633,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cerinoidea, Helix Anthony, 1865e, 1:351, plate 25: figure 3; as Mesomphix, Tryon, 1866 (in 1866-1868], 2:255, plate 4: figure 36; as Hyalina, W. Binney and Bland, 1869, 194:30, figure 30"
"Corbulomya chevalieri Deshayes, 1857",Corbulomya chevalieri,"Corbulomya chevallieri Deshayes, 1857",Corbulomya chevallieri,true,"chevalieri, Corbulomya Deshayes, 1857",Mollusca,5776,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","chevalieri, Corbulomya Deshayes, 1857 [in 1856-1865], 1:206, plate 23 [22]: figures 8-11"
"Tornatella chevalieri Deshayes, 1862",Tornatella chevalieri,"Tornatella chevallieri Deshayes, 1862",Tornatella chevallieri,true,"chevalieri, Tornatella Deshayes, 1862",Mollusca,5780,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","chevalieri, Tornatella Deshayes, 1862 [in 1856-1865], 2:601, plate 37: figures 8, 9"
"Cyclostoma chloroticum Pfeiffer, 1854",Cyclostoma chloroticum,"Cyclostoma chloriticum L. Pfeiffer, 1855",Cyclostoma chloriticum,true,"chloroticum, Cyclostoma Pfeiffer, 1854",Mollusca,5850,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","chloroticum, Cyclostoma Pfeiffer, 1854 [in 1854-1869], 1:11, plate 4: figures 10, 11 [variation in spelling of chloriticum]"
"Polyphemopsis chrysallis Meek and Worthen, 1866",Polyphemopsis chrysallis,Polyphemopsis chrysalis (Meek and Worthen 1867),Polyphemopsis chrysalis,true,"chrysallis, Polyphemopsis Meek and Worthen, 1866",Mollusca,5881,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","chrysallis, Polyphemopsis Meek and Worthen, 1866 [in 1865-1866]: 267"
"Unio favidens chryseis Benson, 1862",Unio favidens chryseis,"Unio favidens var. chrysis W. H. Benson, 1862",Unio favidens chrysis,true,"chryseis, Unio favidens Benson, 1862",Mollusca,5885,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","chrysis, Uniofavidens Benson, 1862a, 10:189"
"Melania cimelium Reeve, 1859",Melania cimelium,Melania oimelium Rve,Melania oimelium,true,"cimelium, Melania Reeve, 1859",Mollusca,5918,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cimelium, Melania Reeve, 1859 [in 1851-1870], 12(Melania): plate 10: species 52 NUMBER 294 197"
"Paludina cincinnatensis Anthony, in Küster, 1852",Paludina cincinnatensis,"Paludina cincinnatiensis J. G. Anthony, 1840",Paludina cincinnatiensis,true,"cincinnatensis, Paludina Anthony, in Küster, 1852",Mollusca,5921,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","cincinnatensis, Paludina Anthony, in Küster, 1852 [in 1852-1853], 1(21):52, plate 10: figures 13, 14"
"Helix pisana clauso-inflata Mousson, 1856",Helix pisana clauso-inflata,"Helix pisana var. clausoinflata Mousson, 1857",Helix pisana clausoinflata,true,"clauso-inflata, Helix pisana Mousson, 1856",Mollusca,6218,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","clauso-inflata, Helix pisana Mousson, 1856:132; 1859b, 3:83"
